wrong,correct
এঢ়গুলোর কোঋনো প্রঙোজন ছফলো আা,এগুলোর কোনো প্রয়োজন ছিলো না
এগশুলোর কোএনো প্রয়োজনপ ছফিলো োনা,এগুলোর কোনো প্রয়োজন ছিলো না
ৄএটা আমাদেরস সবচয়ে ঋদ্বেগের ব৺িষয়,এটা আমাদের সবচেয়ে উদ্বেগের বিষয়
এাটা আমাদেন থবচেয়ে টদ্বেগের বিঝয়,এটা আমাদের সবচেয়ে উদ্বেগের বিষয়
জএটা আমাদে়র সয়চেয়ে উদ্বোেগের ৌিষয়,এটা আমাদের সবচেয়ে উদ্বেগের বিষয়
এৃটা আমাদেফ সবচেয়েধ উ৳দ্বেগের বঠষয়,এটা আমাদের সবচেয়ে উদ্বেগের বিষয়
এটচ আমাৎের সরচেয়ে উদ্বৃেগের বিধষয়,এটা আমাদের সবচেয়ে উদ্বেগের বিষয়
এটাভ বআমাদের ৌবচেয়ে উদ্বেগীর বিয়,এটা আমাদের সবচেয়ে উদ্বেগের বিষয়
নএটা থমাদের সবচেঘে উদ্বেগেত বিঢয়,এটা আমাদের সবচেয়ে উদ্বেগের বিষয়
ুটা আমায়ের সবচেয়৺ে উদ্বেগর বিষযয়,এটা আমাদের সবচেয়ে উদ্বেগের বিষয়
য়টা আমঞাদের সবচঅয়ে উদ্বঀগের নবিষয়,এটা আমাদের সবচেয়ে উদ্বেগের বিষয়
এটাু আমচদের সউচেয়ে উদ্বঢেগের ৎবিষয়,এটা আমাদের সবচেয়ে উদ্বেগের বিষয়
য্েই কথাঢ় সঞেই কাজ৳,যেই কথা সেই কাজ
ীেই কদা সেঢই য়কাজ,যেই কথা সেই কাজ
যেপই কথট সঽই কায়জ,যেই কথা সেই কাজ
যেইূ ঁথা ীেই কাঋজ,যেই কথা সেই কাজ
ঐেই কথম সেিই কাএজ,যেই কথা সেই কাজ
বযেই সথা সেগ ঌকাজ,যেই কথা সেই কাজ
যেহই কথত ঐেই ৎকাজ,যেই কথা সেই কাজ
যেচ কখথা সেইল কা৺,যেই কথা সেই কাজ
ঌযেই কথফ ধেই কারজ,যেই কথা সেই কাজ
যঃেই কভা ঁেই ণাজ,যেই কথা সেই কাজ
খিকে তাঔ ঃপরেও ছিঁনড়ল ুা,শিকে তার পরেও ছিঁড়ল না
শিমকে তাউ ুরেও ঀিঁড়ল ঋনা,শিকে তার পরেও ছিঁড়ল না
শকিকে তারঀ পরংেও ছিঁড়লক ড়না,শিকে তার পরেও ছিঁড়ল না
শঌকে অতার পভরেও ছকিঁড়ল ন্া,শিকে তার পরেও ছিঁড়ল না
শিক৺ তৈার পখরেও ছিঁড়গল নখা,শিকে তার পরেও ছিঁড়ল না
শিকট তড়ার ঐরেও ছিজড়ল নঢা,শিকে তার পরেও ছিঁড়ল না
শিকঅ তূর পরেঌ ছঢঁড়ল ঢ়া,শিকে তার পরেও ছিঁড়ল না
শিকথে তহার পরেওল ছথিঁড়ল নঠ,শিকে তার পরেও ছিঁড়ল না
শিকেব দতার ঠপরেও ছিঁরড়ল আা,শিকে তার পরেও ছিঁড়ল না
ীশিকে তারব পছেও ছিকড়ল োনা,শিকে তার পরেও ছিঁড়ল না
বনু্ধু জানালঘেন দুষ্টৎবুদ্ধি ঈনয়,বন্ধু জানালেন দুষ্টবুদ্ধি নয়
বনধ্ধু জানাৎেন দভষ্টবুদ্ধি মনয়,বন্ধু জানালেন দুষ্টবুদ্ধি নয়
বন্ঘু জঌনালেন ৎদুষ্টবুদ্ধি ইয়,বন্ধু জানালেন দুষ্টবুদ্ধি নয়
বট্ধু জানাহেন ৄদুষ্টবুদ্ধি েয়,বন্ধু জানালেন দুষ্টবুদ্ধি নয়
ডন্ধু জানামলেন দুরষ্টবুদ্ধি নহয়,বন্ধু জানালেন দুষ্টবুদ্ধি নয়
বন্মু জাঁনালেন দুষ্ববুদ্ধি ংনয়,বন্ধু জানালেন দুষ্টবুদ্ধি নয়
অবন্ধু জানালেনধ দুষ্ঁবুদ্ধি নঠ,বন্ধু জানালেন দুষ্টবুদ্ধি নয়
শন্ধু জাানলেন দুষ্টবুদ্৺ি নঀয়,বন্ধু জানালেন দুষ্টবুদ্ধি নয়
বন্ধজ জানালশন দুষ্টবুদ্শি নঊ,বন্ধু জানালেন দুষ্টবুদ্ধি নয়
বন্ধুৄ জানালেন্ দুষ্টবুদথধি নঢয়,বন্ধু জানালেন দুষ্টবুদ্ধি নয়
ৌাঠকদের কৌছে ক্ষঘা চচাই,পাঠকদের কাছে ক্ষমা চাই
পাঠকদেই কঃাছে ক্ষবমা বচাই,পাঠকদের কাছে ক্ষমা চাই
ৃপাঠকদের কাছঙ জ্ষমা ঀচাই,পাঠকদের কাছে ক্ষমা চাই
৳পাঠকদের কাুে ক্ৃমা য়চাই,পাঠকদের কাছে ক্ষমা চাই
পাঠকদঢ়ের কীছে কছ্ষমা চাঅ,পাঠকদের কাছে ক্ষমা চাই
পা়ঠকদের কাওছে ক্জষমা এাই,পাঠকদের কাছে ক্ষমা চাই
পাঠহদের কাঁছে ৎক্ষমা ঀাই,পাঠকদের কাছে ক্ষমা চাই
পঙঠকদের কাছেূ ক্রষমা চযাই,পাঠকদের কাছে ক্ষমা চাই
পাঠ৳কদের কাছঢ় ক্ষধমা চা়ই,পাঠকদের কাছে ক্ষমা চাই
পনঠকদের কাছেী ক্ষমাত চাফই,পাঠকদের কাছে ক্ষমা চাই
আমধরা ঋপড়েছি ভঝয়াবহ ঋসংকটে,আমরা পড়েছি ভয়াবহ সংকটে
লআমরা পিেছি ভয়াবহঐ সংকহে,আমরা পড়েছি ভয়াবহ সংকটে
ঢ়আমরা পড়েডি ঃয়াবহ সংকটখে,আমরা পড়েছি ভয়াবহ সংকটে
আমরো পড়েছ৳ি ভয়াবঘ সংকইে,আমরা পড়েছি ভয়াবহ সংকটে
আমরব পড়েতছি ভয়ভাবহ সঽকটে,আমরা পড়েছি ভয়াবহ সংকটে
্আমরা পড়েছ্ি ভ৺য়াবহ সংকটে়,আমরা পড়েছি ভয়াবহ সংকটে
আঘরা পড়েষি ভয়াব্হ ড়সংকটে,আমরা পড়েছি ভয়াবহ সংকটে
আমঙা পৃেছি ভঃয়াবহ সঙংকটে,আমরা পড়েছি ভয়াবহ সংকটে
আমঊা পড়েসি ভচাবহ সংকটেড়,আমরা পড়েছি ভয়াবহ সংকটে
ঞআমরা পড়ঁছি ড়য়াবহ সংোকটে,আমরা পড়েছি ভয়াবহ সংকটে
সমজস্যার মূলষে অবওশ্যই জৄেদ,সমস্যার মূলে অবশ্যই জেদ
সমস্দযার মূ৺লে অবশ্যঘই জতদ,সমস্যার মূলে অবশ্যই জেদ
কমস্যার ঠূলে অঠশ্যই ুেদ,সমস্যার মূলে অবশ্যই জেদ
সমস্যাব মঅলে অব্যই জেদ৺,সমস্যার মূলে অবশ্যই জেদ
সমঊস্যার মওূলে অওশ্যই জেদঘ,সমস্যার মূলে অবশ্যই জেদ
জমস্যার মূদলে অবরশ্যই জআেদ,সমস্যার মূলে অবশ্যই জেদ
সপস্যার থূলে অবশ্ঠযই জচেদ,সমস্যার মূলে অবশ্যই জেদ
সমস্িার মঐূলে অবঌশ্যই জৈেদ,সমস্যার মূলে অবশ্যই জেদ
সমস্যৎর মূলঞ অউবশ্যই জএেদ,সমস্যার মূলে অবশ্যই জেদ
সমসঽযার মূলেঊ অবমশ্যই ড়জেদ,সমস্যার মূলে অবশ্যই জেদ
